,house_id,name,price,description,url
100,2020100,西安钟楼丽晶庭院酒店,231,"西大街20号,钟楼饭店西隔壁(钟楼金花广场正对面),距西安钟楼0.2公里",image/nw_L7CWk1hhhm.jpg
101,2020101,西安咖姆酒店,238,"北大街宏府嘉会A座1楼,距西安钟楼0.2公里",image/nw_W2NPKNGMco.jpg
102,2020102,西安钟楼森德酒店,311,"东大街619号,距西安钟楼0.1公里",image/nw_IEYxmHK0SI.jpg
103,2020103,途窝假日酒店(西安西工大学校长安校区店),157,"东大街道罗汉洞村44号,距古观音禅寺古观音禅寺公里",image/nw_000gwJ2h.jpg
104,2020104,西安长安豪庭大酒店,281,"东大街道东大村东翔路1号,距古观音禅寺古观音禅寺公里",image/nw_W7P2TmMg36.jpg
105,2020105,西安泊岸轻居酒店,218,"东大村东祥路1号市场北楼2层,距古观音禅寺古观音禅寺公里",image/nw_FODFltjSIE.jpg
106,2020106,西安鸿鑫源宾馆,78,"东大镇东大村西四街23号,距古观音禅寺古观音禅寺公里",image/nw_JEuwthHliU.jpg
107,2020107,西安高科度假大酒店,387,"滦镇沣裕口11号,距古观音禅寺古观音禅寺公里",image/nw_0004MBNv.jpg
108,2020108,西安辰悦酒店,238,"东大街办东大村东祥路1号村委会广场东,距古观音禅寺古观音禅寺公里",image/nw_T7nkkTIhb2.jpg
109,2020109,西安南苑客栈,152,"东大零街向东,距古观音禅寺古观音禅寺公里",image/nw_JaRWqz4M1O.jpg
110,2020110,人和宾馆(西安东大店),58,"东大村西三街26号,距古观音禅寺古观音禅寺公里",image/nw_000edern.jpg
111,2020111,城堡影院酒店(西安长安店),95,"东大街办东大村万家和超市,距古观音禅寺古观音禅寺公里",image/nw_000dwxNM.jpg
112,2020112,快乐驿站宾馆(西安建筑科技大学草堂校区店),88,"草堂营村北二街,距古观音禅寺古观音禅寺公里",image/nw_T9jR7nS9lC.jpg
113,2020113,西安紫庭苑酒店,174,元朔路长乐东苑元朔路911号A区商铺,image/nw_LbhZ8Km5VK.jpg
114,2020114,途客精品影院酒店(西安北客站店),155,北客站尙贤路兴隆苑小区10号楼907室,image/nw_RG3CAEweAg.jpg
115,2020115,空港新城天诚商务宾馆(西安咸阳国际机场店),151,西安咸阳国际机场T2航站楼西侧,image/nw_HVjKebBMTC.jpg
116,2020116,西格酒店(西安高铁北站店),239,凤城十二路与文景路十字东北角首创富北高银27号楼16层,image/nw_000gk7hB.jpg
117,2020117,BOX Hotel(西安永兴坊店),257,中兴路42号(朝阳国际B座对面),image/nw_PWcGbY3jc4.jpg
